id,sentence,dialect
585,વિઠલભાઇ બી ચાવડા દેવરામપુરા શીલી પી 388210તા.ઉમરેઠ જીઆણદ ઠે રામદેવજીમંરસામે ભગત વારુફીયુ,surti
586,8મો મહિનો સિદ્ધાર્થ ભાઈ,charotari
587,જય શ્રી કૃષ્ણ🙏 હર હર મહાદેવ હર🙏🙏 ખૂબ ખૂબ જ સરસ👍,charotari
588,ધીરુભાઈ જયશ્રી ચામુંડા માતા જી,surti
589,વાહ અમદાવાદ વાહ,surti
590,"આ પ્રસંગે શિક્ષણાધિકારી દ્વારા બાળગીત રજૂ કરવામાં આવ્યું, જેમાં શાળાના બાળકોએ ઉત્સાહપૂર્વક ભાગ લીધો હતો",standard_gujarati
591,હાય જે.વી.ભાઈ તમારા બધા વિડીયો હું જોવું સુ પણ તમે પણ કાય નવુ લાવો ને કે તમારા સાથે એક સેલ્ફી જોવે સે,surti
592,સર્જી આ ભાષા મહેસાણા ની છે. પણ લોકલ ભાષા નથી.આપ જે બોલો છો તે વાઘરી ની ભાષા છે.,charotari
593,"મોરારી બાપુ, રમેશભાઈ ઓઝા, વ્રજકુમાર બાવાશ્રીએ વિડીયોકોલ મારફત શુભેચ્છા સંદેશ
અને આશીર્વચન પાઠવ્યા હતા",kathiawari
594,"ઁ      નર્મદાના પાણીને
ઉત્તર ગુજરાત સૌરાષ્ટ્ર અને કચ્છના
સુકા પ્રદેશમાં વાળવા સુજલામ સુફલામ પાઇપ લાઇન યોજના માટે રૂ",kathiawari
595,"પોલીસ ફરિયાદમાં
જણાવાયા અનુસાર ફરિયાદી મહિલાને આરોપી પાસે એક મકાન ખરીદ કરવું હતું",kathiawari
596,જય ભોલેનાથ દાદા,charotari
597,"💐💐 જન્મદિવસની હાર્દિક શુભકામના સર,🎂🎊🎉",charotari
598,Hitesh bhai ગભા ને 01 વાર સ્ટેજ ઉપર લાવોને.,kathiawari
599,રાતે રાબેદા મુજબ નિર્મલ પોતાના ઘરે જતો રહ્યો હતો ત્યારે સુધીરે સર્વરનો ડેટા ચેક કરવાનું શરૂ કર્યુ હતું,standard_gujarati
600,વસ્ત્રાપુરમાં પણ ત્રણ દુકાનોના તાળા તૂટ્યા મેમનગરમાં રહેતા મોહિતભાઇ પટેલ ગુરૂકુળ રોડ પર સ્પોર્ટ્સને લગતી સાધનસામગ્રીની દુકાન ધરાવે છે,standard_gujarati
601,કરણ ભાઈ કે આજે કોઈ બોલ સકતા હૈ ક્યા ! એ કરણ ભાઈ ⚡💪🎙️,surti
602,આ મહેસાણા ની ભાષા નથી જુઠ્ઠા તમે કેટલા માણસ ડફોળ બનાવીશ?,charotari
603,બન્ને દેશોનું આ પગલું અમેરિકાના રાષ્ટ્રપતિ ડોનાલ્ડ ટ્રમ્પનાં ઉકળાટને ઓર વધારી નાખશે,kathiawari
604,લાઈબ્રેરી આધુનિક સુવિધાઓથી સજ્જ હશે,kathiawari
605,"સ્થાનિક ખેડૂતોના જણાવ્યા અનુસાર, આ પ્રદૂષિત પાણી આશરે સાત જેટલા ખેડૂતોના ખેતરોમાં ફરી વળ્યું છે",standard_gujarati
606,ગુજરાત માં અલગ અલગ જગ્યાએ અલગ ભાષા બોલાય છે એમાં મહેસાણા ની ભાષા વિષે એવું બોલવું યોગ્ય નથી તમારા ભાષા તમને સારી લાગતી હોય એનો મતલબ બધાને સારી લાગે એવો અભિમાન ના કરાય ભાઈ,charotari
607,આ મુદ્દાને વાચા આપતા દિવ્ય ભાસ્કરએ ગત તા,standard_gujarati
608,ધીરુભાઈ એટલે બસ,surti
609,"બે-ચાર દિવસ પડયા રહ્યા બાદ મોટાભાગે
તે કચરો બની જાય છે",kathiawari
610,મજા પડી ગઈ અમીત ભાઈ,surti
611,છાણી તળાવથી ન્યાસા થઈ કેનાલ સુધીના રસ્તાને પાકો કરવાની કામગીરી આ સાથે શહેરના છાણી તળાવથી ન્યાસા થઈ કેનાલ સુધીના 24 મીટરના રસ્તે કાચા કાંસને પાકો કરવાની કામગીરી હાથ ધરવામાં આવી છે,standard_gujarati
612,"તેમ છતાં ટેકનિકલ ઉણપો અને બાંધ ન હોવાનાં કારણે રાવીનું ઘણું પાણી
પાક",kathiawari
613,આ મહેસાણાની ભાષા નથી પણદેવી પૂજક ભાષાછે,charotari
614,બસ આપડે હસતા જ રેવાનું બાકી ભાગવાન્ નું ભલે ગમે એટલું અપમાન કરે,charotari
615,"કપ્તાન સૂર્યકુમાર અને તિલક વર્મા પણ
સારા ટચમાં છે",kathiawari
616,અમીત ભાઈ નમસ્કાર હુ શું કહેતો તો કે તમે એક વાર વિજાપુર પર વિડીયો બનાવો ને Pllzzz 😔,surti
617,મહેસાણા નું નય હા માય ભાઈ વાઘેલાનું છે આ,charotari
618,બૂમ પાડી દીધી ભાઈ,surti
619,"આરોપી
વિરુદ્ધ રાષ્ટ્રીય સુરક્ષા સંબંધિત ગુનો નોંધવા સહિતની તજવીજ હાથ ધરાઈ છે",kathiawari
620,આ અકસ્માતમાં અકબરભાઈ યાકુબભાઈ ઉમડીયાનું ઘટનાસ્થળે જ મૃત્યુ થયું હતું,standard_gujarati
621,ધીરુભાઈ એટલે ધીરુભાઈ.. ખરેખર કોમેડી ના બાદશાહ 👌👍,surti
622,મહેતાના ઘરના અંદરથી દરવાજા ની પાછળ દિવાલ છે જ્યારે સોસાયટી ‌ની બહાર થી દરવાજો ખૂલે ત્યારે અંદરથી તરફ દીવાલ હોય છે 🦹🦹🦹,surti
